"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"FR.INR.LNDP","Diferencial de tasas de interés (tasa activa menos tasa pasiva, %)","El diferencial de tasas de interés es la tasa de interés que cobran los bancos por préstamos a clientes de primera línea menos la tasa de interés que pagan los bancos comerciales o similares por los depósitos a la vista, a plazo o de ahorro.","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos",
